Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Tor*Toolwear,temp_diff,power [rps]
1,298.1,307.9,1614,35.8,196,0,7016.799999999999,9.799999999999955,959.16792
1,298.1,307.8,1432,49.8,198,0,9860.4,9.699999999999989,1183.80576
2,298.1,307.8,1384,43.7,200,0,8740.0,9.699999999999989,1003.9812800000001
1,298.1,307.8,1540,37.8,203,0,7673.4,9.699999999999989,966.3191999999999
1,298.0,307.7,1407,43.9,205,0,8999.5,9.699999999999989,1025.33718
0,297.9,307.6,1418,43.0,207,0,8901.0,9.700000000000045,1012.1684
2,297.9,307.5,1647,30.8,212,0,6529.6,9.600000000000023,842.07816
1,298.0,307.5,1644,32.8,215,0,7051.999999999999,9.5,895.1251199999999
1,298.0,307.5,1792,27.9,217,0,6054.299999999999,9.5,829.94688
2,297.9,307.4,1610,34.6,219,0,7577.400000000001,9.5,924.7196
2,297.8,307.3,1804,26.0,222,0,5772.0,9.5,778.6064
0,297.9,307.4,1604,36.1,225,1,8122.5,9.5,961.21304
2,297.9,307.4,1403,52.8,0,0,0.0,9.5,1229.7014399999998
1,297.8,307.3,1438,44.5,3,0,133.5,9.5,1062.2506
1,297.9,307.3,1824,26.3,5,0,131.5,9.400000000000034,796.3219200000001
0,297.9,307.3,1663,28.7,7,0,200.9,9.400000000000034,792.28646
1,297.9,307.3,1502,36.7,12,0,440.40000000000003,9.400000000000034,915.04844
1,297.9,307.4,1606,35.5,14,0,497.0,9.5,946.4158
1,297.9,307.5,1561,37.7,16,0,603.2,9.600000000000023,976.90502
2,297.9,307.4,1435,42.9,18,0,772.1999999999999,9.5,1021.9209
1,297.9,307.5,1602,38.3,21,0,804.3,9.600000000000023,1018.51956
2,298.1,307.6,1764,27.7,23,0,637.1,9.5,811.1224799999999
0,298.0,307.5,1683,27.8,26,0,722.8000000000001,9.5,776.67084
1,298.0,307.5,1618,35.2,31,0,1091.2,9.5,945.4297600000001
1,298.0,307.6,1509,41.6,33,0,1372.8,9.600000000000023,1042.05504
1,297.9,307.6,1550,39.0,35,0,1365.0,9.700000000000045,1003.47
2,297.9,307.6,1519,44.0,37,0,1628.0,9.700000000000045,1109.4776
1,297.9,307.6,1481,38.0,40,0,1520.0,9.700000000000045,934.2148
1,298.1,307.7,1289,48.3,42,0,2028.6,9.599999999999966,1033.49442
2,298.0,307.6,1844,23.8,44,0,1047.2,9.600000000000023,728.5275200000001
1,298.0,307.7,1479,42.5,47,0,1997.5,9.699999999999989,1043.4345
1,298.0,307.7,1430,47.3,49,0,2317.7,9.699999999999989,1122.8074
2,298.1,307.8,1636,36.7,51,0,1871.7,9.699999999999989,996.6839200000001
2,298.1,307.8,1503,44.7,54,0,2413.8,9.699999999999989,1115.2560600000002
2,298.1,307.8,1608,32.6,57,0,1858.2,9.699999999999989,870.18528
1,298.2,307.8,1521,42.9,60,0,2574.0,9.600000000000023,1083.1649400000001
1,298.2,307.8,1439,41.6,62,0,2579.2000000000003,9.600000000000023,993.7158400000001
1,298.2,307.8,1627,31.5,64,0,2016.0,9.600000000000023,850.7583
1,298.2,307.8,1749,26.1,66,0,1722.6000000000001,9.600000000000023,757.77174
1,298.2,307.8,1530,35.9,68,0,2441.2,9.600000000000023,911.7882
1,298.2,307.8,1355,51.3,70,0,3591.0,9.600000000000023,1153.8909
1,298.3,307.9,1551,33.8,72,0,2433.6,9.599999999999966,870.2350799999999
1,298.2,307.8,1515,46.7,74,0,3455.8,9.600000000000023,1174.4583
1,298.2,307.8,1388,48.6,76,0,3693.6,9.600000000000023,1119.78288
1,298.2,307.8,1585,34.6,78,0,2698.8,9.600000000000023,910.3606
1,298.1,307.7,1523,37.7,80,0,3016.0,9.599999999999966,953.1238600000001
1,298.2,307.6,1369,54.5,82,0,4469.0,9.400000000000034,1238.5343
2,298.2,307.7,1681,31.0,84,0,2604.0,9.5,865.0426
1,298.2,307.7,1503,38.3,87,0,3332.1,9.5,955.5773399999999
1,298.2,307.7,1459,44.5,89,0,3960.5,9.5,1077.7633
1,298.2,307.7,1688,32.4,91,0,2948.4,9.5,907.87392
2,298.2,307.7,1952,21.6,93,0,2008.8000000000002,9.5,699.90912
1,298.2,307.8,2029,19.9,96,0,1910.3999999999999,9.600000000000023,670.25986
2,298.3,307.8,1457,52.5,98,0,5145.0,9.5,1269.7755
2,298.3,307.8,1392,50.4,101,0,5090.4,9.5,1164.6028800000001
1,298.3,307.8,1906,22.1,104,0,2298.4,9.5,699.2351600000001
2,298.3,307.7,1602,33.4,106,0,3540.3999999999996,9.399999999999977,888.2128799999999
1,298.3,307.7,1465,49.4,109,0,5384.599999999999,9.399999999999977,1201.3586
2,298.3,307.7,1439,43.8,111,0,4861.799999999999,9.399999999999977,1046.26812
2,298.3,307.8,1330,55.4,114,0,6315.599999999999,9.5,1223.1212
2,298.3,307.9,1485,42.0,117,0,4914.0,9.599999999999966,1035.342
0,298.4,307.9,1700,28.2,120,0,3384.0,9.5,795.804
1,298.4,308.0,1515,42.8,125,0,5350.0,9.600000000000023,1076.3772
2,298.5,308.1,1501,39.2,127,0,4978.400000000001,9.600000000000023,976.7307200000001
1,298.4,308.0,1380,47.6,130,0,6188.0,9.600000000000023,1090.4208
1,298.4,307.9,1544,35.9,132,0,4738.8,9.5,920.13136
1,298.4,307.9,1743,27.3,134,0,3658.2000000000003,9.5,789.89274
0,298.4,307.9,1948,21.4,136,0,2910.3999999999996,9.5,692.00752
0,298.5,307.9,1260,54.2,141,0,7642.200000000001,9.399999999999977,1133.6472
2,298.5,307.9,1640,33.1,146,0,4832.6,9.399999999999977,901.1144
2,298.5,308.0,1363,49.2,149,0,7330.8,9.5,1113.18936
1,298.5,308.0,1379,49.6,152,0,7539.2,9.5,1135.4134400000003
2,298.5,308.0,1713,25.8,154,0,3973.2000000000003,9.5,733.64364
2,298.5,308.0,1461,51.9,157,0,8148.3,9.5,1258.70994
1,298.5,308.0,1624,29.8,160,0,4768.0,9.5,803.3603200000001
1,298.4,308.0,1526,41.1,162,0,6658.2,9.600000000000023,1041.12876
1,298.4,307.9,2381,14.2,164,0,2328.7999999999997,9.5,561.24932
0,298.4,307.7,1626,31.1,166,0,5162.6,9.300000000000011,839.4387600000001
1,298.3,307.7,1576,33.8,171,0,5779.799999999999,9.399999999999977,884.26208
2,298.4,307.8,1617,31.6,173,0,5466.8,9.400000000000034,848.2135200000001
1,298.3,307.6,1942,20.6,176,0,3625.6000000000004,9.300000000000011,664.0863200000001
1,298.2,307.6,1492,37.2,178,0,6621.6,9.400000000000034,921.33984
1,298.2,307.5,1470,51.3,180,0,9234.0,9.300000000000011,1251.8226
2,298.0,307.4,1463,46.5,182,0,8463.0,9.399999999999977,1129.2897
1,298.0,307.3,1424,46.5,185,0,8602.5,9.300000000000011,1099.1856
2,298.1,307.4,1363,60.1,187,0,11238.7,9.299999999999955,1359.81058
2,298.1,307.4,1335,56.2,190,0,10678.0,9.299999999999955,1245.4482
1,298.1,307.4,1608,33.9,193,0,6542.7,9.299999999999955,904.8859199999999
0,298.0,307.4,1606,35.2,195,0,6864.000000000001,9.399999999999977,938.4179200000001
1,298.1,307.5,1684,33.1,200,0,6620.0,9.399999999999977,925.29064
1,298.1,307.6,1950,20.3,202,0,4100.6,9.5,657.111
0,298.2,307.6,1460,48.6,204,0,9914.4,9.400000000000034,1177.8696
1,298.2,307.6,1511,31.0,209,1,6479.0,9.400000000000034,777.5606
0,298.2,307.6,1318,55.7,0,0,0.0,9.400000000000034,1218.6491600000002
1,298.2,307.6,1368,51.8,5,0,259.0,9.400000000000034,1176.31584
2,298.3,307.7,1717,27.1,7,0,189.70000000000002,9.399999999999977,772.4096200000001
2,298.3,307.7,1520,41.4,10,0,414.0,9.399999999999977,1044.6048
2,298.3,307.8,1485,42.0,13,0,546.0,9.5,1035.342
1,298.4,307.9,1981,23.2,16,0,371.2,9.5,762.9227199999999
0,298.4,307.9,1605,31.0,18,0,558.0,9.5,825.933
1,298.4,307.9,1446,45.3,23,0,1041.8999999999999,9.5,1087.3630799999999
1,298.4,308.0,1508,47.9,25,0,1197.5,9.600000000000023,1199.07112
1,298.5,308.0,1384,59.5,27,0,1606.5,9.5,1366.9768
2,298.5,308.0,1519,37.3,29,0,1081.6999999999998,9.5,940.53442
1,298.5,308.0,1404,48.1,32,0,1539.2,9.5,1121.0378400000002
1,298.5,308.1,1564,31.1,34,0,1057.4,9.600000000000023,807.43064
0,298.6,308.2,1555,36.8,36,0,1324.8,9.599999999999966,949.9183999999999
1,298.6,308.2,1325,54.0,41,0,2214.0,9.599999999999966,1187.73
2,298.6,308.2,1488,44.0,43,0,1892.0,9.599999999999966,1086.8352
1,298.5,308.2,1595,32.3,46,0,1485.8,9.699999999999989,855.2070999999999
1,298.5,308.1,1662,28.6,48,0,1372.8000000000002,9.600000000000023,789.0511200000001
1,298.4,308.0,1571,37.4,50,0,1870.0,9.600000000000023,975.3396399999999
0,298.3,308.0,1553,41.0,52,0,2132.0,9.699999999999989,1056.9718
1,298.3,308.0,2886,3.8,57,1,216.6,9.699999999999989,182.04888
1,298.2,308.0,1538,38.2,59,0,2253.8,9.800000000000011,975.2765600000001
1,298.4,308.2,1618,33.0,61,0,2013.0,9.800000000000011,886.3404
1,298.4,308.2,1364,45.9,63,0,2891.7,9.800000000000011,1039.2861599999999
1,298.3,308.0,1442,47.3,65,0,3074.5,9.699999999999989,1132.2295599999998
1,298.2,307.9,1313,67.3,67,1,4509.099999999999,9.699999999999989,1466.85734
1,298.2,307.9,1847,23.6,69,0,1628.4,9.699999999999989,723.58072
1,298.1,307.8,1524,40.8,71,0,2896.7999999999997,9.699999999999989,1032.17472
2,298.1,307.7,1445,48.0,73,0,3504.0,9.599999999999966,1151.376
1,298.1,307.8,1761,28.2,76,0,2143.2,9.699999999999989,824.3593199999999
2,298.1,307.8,1514,43.5,78,0,3393.0,9.699999999999989,1093.2594
2,298.1,307.7,1498,38.3,81,0,3102.2999999999997,9.599999999999966,952.3984399999999
0,298.1,307.6,1542,37.1,84,0,3116.4,9.5,949.6561200000001
2,298.0,307.6,1508,41.8,89,0,3720.2,9.600000000000023,1046.37104
2,298.0,307.5,1431,52.9,92,0,4866.8,9.5,1256.61834
2,298.0,307.5,1427,45.1,95,0,4284.5,9.5,1068.3378200000002
2,298.0,307.5,1524,36.3,98,0,3557.3999999999996,9.5,918.33192
2,298.0,307.5,1427,43.6,101,0,4403.6,9.5,1032.8055200000001
0,298.1,307.6,1496,44.1,104,0,4586.400000000001,9.5,1095.1617600000002
1,298.1,307.7,1388,40.3,109,0,4392.7,9.599999999999966,928.54424
1,298.1,307.7,1495,48.1,111,0,5339.1,9.599999999999966,1193.6977
0,298.1,307.7,1376,56.2,113,0,6350.6,9.599999999999966,1283.69792
0,298.0,307.6,1593,32.2,118,0,3799.6000000000004,9.600000000000023,851.4903600000001
1,298.0,307.6,1654,28.9,123,0,3554.7,9.600000000000023,793.48996
1,298.1,307.7,2567,12.8,125,1,1600.0,9.599999999999966,545.43616
1,298.1,307.7,1767,27.0,127,0,3429.0,9.599999999999966,791.9694000000001
1,298.1,307.6,1364,53.8,129,0,6940.2,9.5,1218.16112
2,298.1,307.8,1569,31.2,131,0,4087.2,9.699999999999989,812.6164799999999
1,298.2,307.8,1476,36.8,134,0,4931.2,9.600000000000023,901.65888
1,298.1,307.7,1479,45.0,136,0,6120.0,9.599999999999966,1104.813
1,298.1,307.7,1650,34.1,138,0,4705.8,9.599999999999966,933.999
2,298.1,307.6,1565,36.3,140,0,5082.0,9.5,943.0376999999999
1,298.1,307.6,1460,46.5,143,0,6649.5,9.5,1126.974
1,298.1,307.7,1664,27.6,145,0,4002.0,9.599999999999966,762.37824
2,298.1,307.7,1435,40.9,147,0,6012.3,9.599999999999966,974.2789
2,298.1,307.6,2066,19.2,150,0,2880.0,9.5,658.47552
1,298.1,307.5,1493,43.7,153,0,6686.1,9.399999999999977,1083.0520600000002
1,298.1,307.6,1354,43.3,155,0,6711.5,9.5,973.22812
1,298.1,307.6,1488,39.4,157,0,6185.8,9.5,973.21152
1,298.1,307.7,1414,48.7,159,0,7743.3,9.599999999999966,1143.10588
1,298.1,307.5,1391,57.4,161,0,9241.4,9.399999999999977,1325.40044
2,298.0,307.5,1784,27.8,163,0,4531.400000000001,9.5,823.2803200000001
0,297.8,307.3,1516,40.1,166,0,6656.6,9.5,1009.1405599999999
2,297.9,307.3,1420,47.8,171,0,8173.799999999999,9.400000000000034,1126.7416
1,297.8,307.2,1351,56.3,174,0,9796.199999999999,9.399999999999977,1262.61758
1,297.8,307.2,1880,23.0,176,0,4048.0,9.399999999999977,717.784
1,297.8,307.3,1859,24.0,178,0,4272.0,9.5,740.6256
2,297.8,307.3,1315,54.0,180,0,9720.0,9.5,1178.766
2,297.8,307.4,1330,51.7,183,0,9461.1,9.599999999999966,1141.4326
1,297.8,307.3,1327,61.0,186,1,11346.0,9.5,1343.7202
1,297.8,307.2,1498,38.1,188,0,7162.8,9.399999999999977,947.4250800000001
0,297.8,307.3,1555,35.8,190,0,6801.999999999999,9.5,924.1053999999999
1,297.7,307.2,1518,35.8,195,0,6980.999999999999,9.5,902.1170399999999
1,297.7,307.2,1392,43.0,197,0,8471.0,9.5,993.6096
2,297.8,307.2,1456,39.6,199,0,7880.400000000001,9.399999999999977,957.11616
1,297.7,307.1,1715,30.2,0,0,0.0,9.400000000000034,859.7638000000001
2,297.7,307.2,1405,43.7,2,0,87.4,9.5,1019.2151000000001
1,297.7,307.2,1668,37.8,5,0,189.0,9.5,1046.63664
0,297.7,307.1,1855,22.5,7,0,157.5,9.400000000000034,692.8425
1,297.6,307.1,1496,39.2,12,0,470.40000000000003,9.5,973.4771200000001
2,297.6,307.1,1471,44.9,14,0,628.6,9.5,1096.3951399999999
1,297.7,307.2,1444,40.0,17,0,680.0,9.5,958.816
0,297.7,307.3,1514,38.6,19,0,733.4,9.600000000000023,970.11064
1,297.8,307.3,1412,50.7,24,0,1216.8000000000002,9.5,1188.3674400000002
0,297.7,307.2,1429,44.1,26,0,1146.6000000000001,9.5,1046.11374
1,297.7,307.2,1668,32.7,31,0,1013.7,9.5,905.4237600000001
2,297.7,307.2,1372,52.8,33,0,1742.3999999999999,9.5,1202.53056
2,297.7,307.3,1365,49.2,36,0,1771.2,9.600000000000023,1114.8228
2,297.6,307.1,1526,39.1,39,0,1524.9,9.5,990.46556
1,297.6,307.2,1486,40.6,42,0,1705.2,9.599999999999966,1001.50456
2,297.6,307.2,1470,42.6,44,0,1874.4,9.599999999999966,1039.5252
0,297.7,307.3,1249,62.8,47,0,2951.6,9.600000000000023,1302.05752
2,297.8,307.4,1752,26.1,52,0,1357.2,9.599999999999966,759.0715200000001
1,297.7,307.4,1643,36.5,55,0,2007.5,9.699999999999989,995.4937
2,297.8,307.4,1488,36.1,57,0,2057.7000000000003,9.599999999999966,891.69888
1,297.8,307.4,1355,45.8,60,0,2748.0,9.599999999999966,1030.1794
1,297.8,307.6,1607,30.3,62,0,1878.6000000000001,9.800000000000011,808.28886
2,297.9,307.6,1609,30.3,64,0,1939.2,9.700000000000045,809.2948200000001
1,297.9,307.7,1517,44.4,67,0,2974.7999999999997,9.800000000000011,1118.08968
2,297.9,307.7,1517,39.5,69,0,2725.5,9.800000000000011,994.6969
1,297.9,307.7,1546,37.6,72,0,2707.2000000000003,9.800000000000011,964.9513600000001
1,297.9,307.7,1567,34.7,74,0,2567.8,9.800000000000011,902.62334
2,298.1,307.9,1662,28.9,76,0,2196.4,9.799999999999955,797.3278799999999
1,298.1,307.9,1502,41.8,79,0,3302.2,9.799999999999955,1042.20776
1,298.3,308.0,1361,56.9,81,0,4608.9,9.699999999999989,1285.51894
2,298.3,308.1,1630,32.7,83,0,2714.1000000000004,9.800000000000011,884.7966000000001
1,298.3,308.0,1486,42.3,86,0,3637.7999999999997,9.699999999999989,1043.43948
1,298.3,308.1,1840,21.5,88,0,1892.0,9.800000000000011,656.696
1,298.3,308.1,1326,58.4,90,0,5256.0,9.800000000000011,1285.47744
1,298.4,308.1,1367,57.8,92,0,5317.599999999999,9.700000000000045,1311.60916
1,298.4,308.1,1598,32.7,94,0,3073.8,9.700000000000045,867.4263600000002
1,298.3,308.0,1363,50.1,96,0,4809.6,9.699999999999989,1133.55258
1,298.3,308.0,1242,62.0,98,0,6076.0,9.699999999999989,1278.2664
2,298.2,307.8,1566,33.8,100,0,3379.9999999999995,9.600000000000023,878.6512799999999
2,298.1,307.7,1424,47.7,103,0,4913.1,9.599999999999966,1127.55168
2,298.2,307.7,1608,33.8,106,0,3582.7999999999997,9.5,902.2166399999999
1,298.1,307.7,1705,29.1,109,0,3171.9,9.599999999999966,823.6173
1,298.0,307.6,1548,45.8,111,0,5083.799999999999,9.600000000000023,1176.9134399999998
2,298.0,307.6,1581,43.4,113,0,4904.2,9.600000000000023,1139.0156399999998
2,298.0,307.6,1472,46.7,116,0,5417.200000000001,9.600000000000023,1141.1238400000002
2,298.0,307.6,1792,26.0,119,0,3094.0,9.600000000000023,773.4272
1,298.0,307.6,1683,32.8,122,0,4001.5999999999995,9.600000000000023,916.35984
1,297.9,307.6,1503,40.7,124,0,5046.8,9.700000000000045,1015.4568600000001
2,297.9,307.5,1642,32.4,126,0,4082.3999999999996,9.600000000000023,883.1332799999999
2,297.8,307.4,1902,24.3,129,0,3134.7000000000003,9.599999999999966,767.22876
0,297.7,307.4,1432,40.2,132,0,5306.400000000001,9.699999999999989,955.60224
1,297.8,307.4,1512,40.8,137,0,5589.599999999999,9.599999999999966,1024.04736
1,297.7,307.4,1764,29.0,139,0,4031.0,9.699999999999989,849.1896
2,297.8,307.4,1438,43.6,141,0,6147.6,9.599999999999966,1040.7668800000001
1,297.8,307.5,1631,29.9,144,0,4305.599999999999,9.699999999999989,809.5305399999999
0,297.9,307.5,1880,23.3,146,0,3401.8,9.600000000000023,727.1464
1,297.9,307.6,1344,54.3,151,0,8199.3,9.700000000000045,1211.45472
1,297.9,307.5,1574,35.8,153,0,5477.4,9.600000000000023,935.39672
1,297.8,307.4,1418,41.2,155,0,6386.0,9.599999999999966,969.7985600000001
1,297.8,307.5,1372,54.1,157,0,8493.7,9.699999999999989,1232.13832
1,297.8,307.5,1388,40.0,159,0,6360.0,9.699999999999989,921.6320000000001
0,297.9,307.6,1493,36.0,161,0,5796.0,9.700000000000045,892.2168
2,297.9,307.6,1505,40.1,166,0,6656.6,9.700000000000045,1001.8183
1,298.0,307.6,1694,29.1,169,0,4917.900000000001,9.600000000000023,818.3036400000001
1,297.9,307.6,1968,20.4,171,0,3488.3999999999996,9.700000000000045,666.4435199999999
2,298.0,307.6,1569,35.6,173,0,6158.8,9.600000000000023,927.2162400000001
1,297.9,307.6,1687,29.1,176,0,5121.6,9.700000000000045,814.92222
1,297.9,307.6,1430,52.4,178,0,9327.199999999999,9.700000000000045,1243.8712
1,297.9,307.6,1504,42.4,180,0,7632.0,9.700000000000045,1058.57536
1,297.9,307.6,1977,20.2,182,0,3676.4,9.700000000000045,662.92764
1,298.0,307.7,1435,45.6,184,0,8390.4,9.699999999999989,1086.2376
0,298.0,307.7,1547,36.8,186,0,6844.799999999999,9.699999999999989,945.03136
2,298.1,307.8,1316,57.2,191,0,10925.2,9.699999999999989,1249.5683199999999
2,298.0,307.7,1621,34.9,194,0,6770.599999999999,9.699999999999989,939.1101399999999
2,298.0,307.8,1492,40.2,197,0,7919.400000000001,9.800000000000011,995.64144
1,298.0,307.7,1643,32.3,200,0,6459.999999999999,9.699999999999989,880.9437399999999
1,298.0,307.7,1492,38.7,202,0,7817.400000000001,9.699999999999989,958.49064
1,298.0,307.7,1387,50.8,204,0,10363.199999999999,9.699999999999989,1169.62936
2,298.1,307.9,1463,47.3,206,0,9743.8,9.799999999999955,1148.71834
2,298.1,307.9,1496,40.0,0,0,0.0,9.799999999999955,993.344
1,298.2,308.0,1658,30.0,3,0,90.0,9.800000000000011,825.684
1,298.1,307.9,2161,17.5,5,0,87.5,9.799999999999955,627.7705
1,298.1,307.9,1665,32.0,7,0,224.0,9.799999999999955,884.448
1,298.0,307.8,1716,26.6,9,0,239.4,9.800000000000011,757.7169600000001
1,298.0,307.7,1529,34.1,11,0,375.1,9.699999999999989,865.5057400000001
1,297.9,307.7,1353,50.7,13,0,659.1,9.800000000000011,1138.7118600000001
1,297.9,307.7,1537,37.7,15,0,565.5,9.800000000000011,961.88534
1,298.0,307.7,1606,30.8,17,0,523.6,9.699999999999989,821.1156800000001
0,298.0,307.8,1314,47.8,19,0,908.1999999999999,9.800000000000011,1042.63272
1,298.0,307.8,1623,29.9,24,0,717.5999999999999,9.800000000000011,805.55982
2,298.0,307.8,1483,50.9,26,0,1323.3999999999999,9.800000000000011,1253.04602
2,298.1,307.9,1569,37.0,29,0,1073.0,9.799999999999955,963.6798
2,298.2,308.0,1969,21.7,32,0,694.4,9.800000000000011,709.2731799999999
2,298.1,308.0,1686,29.3,35,0,1025.5,9.899999999999977,820.03668
1,298.1,308.0,1638,35.1,38,0,1333.8,9.899999999999977,954.3970800000001
1,298.1,307.9,1698,33.3,40,0,1332.0,9.799999999999955,938.6204399999999
2,298.1,307.9,1377,55.1,42,0,2314.2000000000003,9.799999999999955,1259.4868199999999
2,298.1,308.0,2129,18.4,45,0,827.9999999999999,9.899999999999977,650.28176
1,298.2,308.0,1411,42.4,48,0,2035.1999999999998,9.800000000000011,993.11824
1,298.1,307.9,1517,40.8,50,0,2039.9999999999998,9.799999999999955,1027.43376
2,298.1,307.9,1303,53.9,52,0,2802.7999999999997,9.799999999999955,1165.84622
1,298.1,307.9,1578,35.6,55,0,1958.0,9.799999999999955,932.53488
1,298.1,307.9,1425,58.2,57,0,3317.4,9.799999999999955,1376.721
1,298.1,308.0,1456,42.4,59,0,2501.6,9.899999999999977,1024.79104
1,298.1,308.0,1704,30.9,61,0,1884.8999999999999,9.899999999999977,874.04976
1,298.1,308.1,1791,27.3,63,0,1719.9,10.0,811.64538
1,298.1,308.1,1616,32.8,65,0,2132.0,10.0,879.8796799999999
1,298.2,308.1,1622,34.9,67,0,2338.2999999999997,9.900000000000034,939.6894799999999
1,298.2,308.1,1462,49.9,69,0,3443.1,9.900000000000034,1211.0330800000002
1,298.1,308.1,1410,45.8,71,0,3251.7999999999997,10.0,1071.9948
2,298.1,308.0,1543,41.9,73,0,3058.7,9.899999999999977,1073.21822
2,298.0,307.9,1479,47.6,76,0,3617.6,9.899999999999977,1168.6466400000002
1,298.0,307.8,1839,22.7,79,0,1793.3,9.800000000000011,692.9719799999999
1,298.0,307.8,1266,60.5,81,0,4900.5,9.800000000000011,1271.4438
1,297.9,307.7,1593,34.9,83,0,2896.7,9.800000000000011,922.88862
1,297.9,307.8,1459,46.9,85,0,3986.5,9.900000000000034,1135.8898599999998
1,297.9,307.7,1308,55.2,87,0,4802.400000000001,9.800000000000011,1198.54656
2,297.9,307.7,1364,46.8,89,0,4165.2,9.800000000000011,1059.6643199999999
0,297.9,307.7,1618,35.9,92,0,3302.7999999999997,9.800000000000011,964.23092
0,297.9,307.7,1464,43.2,97,0,4190.400000000001,9.800000000000011,1049.8636800000002
2,297.8,307.6,1352,49.4,102,0,5038.8,9.800000000000011,1108.69408
1,297.8,307.6,1446,51.4,105,0,5397.0,9.800000000000011,1233.78504
1,297.8,307.5,1448,51.2,107,0,5478.400000000001,9.699999999999989,1230.68416
1,297.8,307.5,1391,48.6,109,0,5297.400000000001,9.699999999999989,1122.20316
1,297.7,307.5,1379,43.3,111,0,4806.299999999999,9.800000000000011,991.1976199999999
2,297.8,307.5,1405,46.9,113,0,5299.7,9.699999999999989,1093.8487
1,297.8,307.5,1581,33.1,116,0,3839.6000000000004,9.699999999999989,868.69626
1,297.9,307.6,1515,40.5,118,0,4779.0,9.700000000000045,1018.5345
1,297.9,307.6,1589,37.8,120,0,4536.0,9.700000000000045,997.0657199999999
1,298.0,307.6,1281,50.8,122,0,6197.599999999999,9.600000000000023,1080.2416799999999
0,297.8,307.5,1631,31.3,124,0,3881.2000000000003,9.699999999999989,847.4349800000001
2,297.9,307.6,1202,67.0,129,0,8643.0,9.700000000000045,1336.8644
1,297.9,307.6,1298,52.7,132,0,6956.400000000001,9.700000000000045,1135.51636
1,297.9,307.6,1612,30.7,134,0,4113.8,9.700000000000045,821.5074400000001
1,297.9,307.6,1747,25.3,136,0,3440.8,9.700000000000045,733.70506
1,298.0,307.6,1450,48.7,138,0,6720.6,9.600000000000023,1172.209
1,298.0,307.7,1422,45.6,140,0,6384.0,9.699999999999989,1076.39712
2,298.1,307.7,1419,47.4,142,0,6730.8,9.599999999999966,1116.52596
2,298.1,307.7,1633,30.7,145,0,4451.5,9.599999999999966,832.20946
1,298.0,307.7,1442,43.6,148,0,6452.8,9.699999999999989,1043.66192
0,298.0,307.6,1420,45.8,150,0,6870.0,9.600000000000023,1079.5975999999998
2,298.0,307.6,1301,58.5,155,0,9067.5,9.600000000000023,1263.4011
1,298.0,307.6,1385,45.0,158,0,7110.0,9.600000000000023,1034.595
2,298.0,307.7,1487,41.3,160,0,6608.0,9.699999999999989,1019.45746
2,298.0,307.6,1459,44.4,163,0,7237.2,9.600000000000023,1075.34136
2,298.0,307.5,1387,45.5,166,0,7553.0,9.5,1047.6011
1,298.1,307.7,1537,40.8,169,0,6895.2,9.599999999999966,1040.97936
1,298.1,307.6,1498,42.9,171,0,7335.9,9.5,1066.7857199999999
2,298.2,307.8,1599,31.2,173,0,5397.599999999999,9.600000000000023,828.1540799999999
0,298.3,307.9,1420,39.2,176,0,6899.200000000001,9.599999999999966,924.0224000000002
1,298.2,307.9,1785,23.4,181,0,4235.4,9.699999999999989,693.3654
1,298.2,307.8,1423,48.1,183,0,8802.300000000001,9.600000000000023,1136.20858
2,298.2,307.8,1583,36.6,185,0,6771.0,9.600000000000023,961.7674800000001
1,298.2,307.8,1375,46.6,188,0,8760.800000000001,9.600000000000023,1063.645
2,298.3,308.0,1463,42.5,190,0,8075.0,9.699999999999989,1032.1465
2,298.2,307.9,1403,45.1,193,0,8704.300000000001,9.699999999999989,1050.3699800000002
1,298.3,308.0,1451,47.1,196,0,9231.6,9.699999999999989,1134.4788600000002
2,298.4,308.0,1416,38.2,198,1,7563.6,9.600000000000023,897.9139200000001
1,298.3,308.1,1672,41.3,0,0,0.0,9.800000000000011,1146.28976
0,298.3,308.0,1637,30.8,2,0,61.6,9.699999999999989,836.96536
1,298.4,308.0,1540,37.8,7,0,264.59999999999997,9.600000000000023,966.3191999999999
1,298.4,308.1,1279,53.1,9,0,477.90000000000003,9.700000000000045,1127.3873400000002
1,298.4,308.2,1604,34.9,11,0,383.9,9.800000000000011,929.26136
1,298.5,308.2,1654,27.1,13,0,352.3,9.699999999999989,744.06844
2,298.5,308.2,1564,37.5,15,0,562.5,9.699999999999989,973.59
1,298.5,308.2,1451,47.5,18,0,855.0,9.699999999999989,1144.1135
1,298.5,308.3,1504,38.0,20,0,760.0,9.800000000000011,948.7232
2,298.5,308.3,1381,50.5,22,0,1111.0,9.800000000000011,1157.6923
1,298.6,308.4,1562,34.4,25,0,860.0,9.799999999999955,891.96448
1,298.5,308.3,1811,24.7,27,0,666.9,9.800000000000011,742.54622
2,298.6,308.3,1717,28.7,29,0,832.3,9.699999999999989,818.01314
1,298.6,308.3,1278,60.5,32,0,1936.0,9.699999999999989,1283.4954
1,298.7,308.5,1616,30.2,34,0,1026.8,9.800000000000011,810.13312
1,298.6,308.4,1397,46.4,36,0,1670.3999999999999,9.799999999999955,1076.0252799999998
1,298.6,308.4,1485,42.9,38,0,1630.2,9.799999999999955,1057.5279
1,298.6,308.4,1310,59.7,40,0,2388.0,9.799999999999955,1298.2362
